country_code,short_name,table_name,long_name,two_alpha_code,special_notes,wb_two_code,currency_unit,system_of_national_accounts,latest_population_census,region,income_group,national_accounts_base_year,sna_price_valuation,system_of_trade,vital_registration_complete,lending_category,balance_of_payments_manual_in_use,government_accounting_concept,imf_data_dissemination_standard,latest_trade_data,latest_household_survey,latest_agricultural_census,latest_industrial_data,latest_water_withdrawal_data,source_of_most_recent_income_and_expenditure_data,national_accounts_reference_year,other_groups,external_debt_reporting_status,alternative_conversion_factor,ppp_survey_year
LBR,Liberia,Liberia,Republic of Liberia,LR,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",LR,Liberian dollar,Country uses the 1968 System of National Accounts methodology.,2008,Sub-Saharan Africa,Low income,2000,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),<NULL>,"Demographic and Health Survey (DHS), 2013",2008. Population and Housing Census.,<NULL>,2000,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2007",<NULL>,HIPC,Actual,<NULL>,2005
MLI,Mali,Mali,Republic of Mali,ML,<NULL>,ML,CFA franc,Country uses the 1968 System of National Accounts methodology.,2009,Sub-Saharan Africa,Low income,1987,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2012/13",<NULL>,<NULL>,2000,"Integrated household survey (IHS), 2009/10",<NULL>,HIPC,Actual,<NULL>,2005
BEN,Benin,Benin,Republic of Benin,BJ,<NULL>,BJ,CFA franc,Country uses the 1968 System of National Accounts methodology.,2013,Sub-Saharan Africa,Low income,1985,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2010,"Demographic and Health Survey (DHS), 2011/12",2011/12,<NULL>,2001,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2011",<NULL>,HIPC,Actual,1992,2005
UGA,Uganda,Uganda,Republic of Uganda,UG,"Fiscal year end: June 30; reporting period for national accounts data: FY. In 2011, the Bureau of Statistics revised national accounts series for 1998 onward; the base year for constant price series changed to 2001/02.",UG,Ugandan shilling,Country uses the 1968 System of National Accounts methodology.,2002,Sub-Saharan Africa,Low income,2001/02,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"HIV/AIDS Indicator Survey (AIS), 2011; Demographic and Health Survey (DHS), 2011",2008/ 2009,2000,2002,"Priority survey (PS), 2009/10",<NULL>,HIPC,Actual,<NULL>,2005
MOZ,Mozambique,Mozambique,Republic of Mozambique,MZ,<NULL>,MZ,New Mozambican metical,Country uses the 1993 System of National Accounts methodology.,2007,Sub-Saharan Africa,Low income,2003,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2011",2009/ 2010,<NULL>,2001,"Expenditure survey/budget survey (ES/BS), 2008/09",<NULL>,HIPC,Actual,1992–95,2005
NER,Niger,Niger,Republic of Niger,NE,"Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",NE,CFA franc,Country uses the 1993 System of National Accounts methodology.,2012,Sub-Saharan Africa,Low income,2006,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2012",2004-2008,2002,2005,"Core Welfare Indicator Questionnaire Survey (CWIQ)/Priority survey (PS), 2007",<NULL>,HIPC,Actual,1993,2005
BDI,Burundi,Burundi,Republic of Burundi,BI,<NULL>,BI,Burundi franc,Country uses the 1993 System of National Accounts methodology.,2008,Sub-Saharan Africa,Low income,2005,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Malaria Indicator Survey (MIS), 2012",<NULL>,<NULL>,2000,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2006",<NULL>,HIPC,Actual,<NULL>,2005
KHM,Cambodia,Cambodia,Kingdom of Cambodia,KH,<NULL>,KH,Cambodian riel,Country uses the 1993 System of National Accounts methodology.,2008,East Asia & Pacific,Low income,2000,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2010",2013,2000,2006,"Integrated household survey (IHS), 2011",<NULL>,<NULL>,Actual,<NULL>,2005
COM,Comoros,Comoros,Union of the Comoros,KM,<NULL>,KM,Comorian franc,Country uses the 1968 System of National Accounts methodology.,2003,Sub-Saharan Africa,Low income,1990,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,<NULL>,<NULL>,General Data Dissemination System (GDDS),2009,"Demographic and Health Survey (DHS), 2012",<NULL>,<NULL>,1999,"Integrated household survey (IHS), 2004",<NULL>,HIPC,Actual,<NULL>,2005
MWI,Malawi,Malawi,Republic of Malawi,MW,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2009.",MW,Malawi kwacha,Country uses the 1993 System of National Accounts methodology.,2008,Sub-Saharan Africa,Low income,2009,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2011,"HIV/Maternal and Child Health (HIV/MCH) Service Provision Assessments (SPA), 2013",2006/ 2007,2009,2005,"Integrated household survey (IHS), 2010/11",<NULL>,HIPC,Actual,<NULL>,2005
BGD,Bangladesh,Bangladesh,People's Republic of Bangladesh,BD,Fiscal year end: June 30; reporting period for national accounts data: FY.,BD,Bangladeshi taka,Country uses the 1993 System of National Accounts methodology.,2011,South Asia,Low income,1995/96,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2007,"Demographic and Health Survey (DHS), 2011",2008,<NULL>,2008,"Integrated household survey (IHS), 2010",<NULL>,<NULL>,Actual,<NULL>,2005
MDG,Madagascar,Madagascar,Republic of Madagascar,MG,<NULL>,MG,Malagasy ariary,Country uses the 1968 System of National Accounts methodology.,1993,Sub-Saharan Africa,Low income,1984,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Malaria Indicator Survey (MIS), 2013",<NULL>,2006,2000,"Priority survey (PS), 2010",<NULL>,HIPC,Actual,<NULL>,2005
NPL,Nepal,Nepal,Nepal,NP,Fiscal year end: July 14; reporting period for national accounts data: FY.,NP,Nepalese rupee,Country uses the 1993 System of National Accounts methodology.,2011,South Asia,Low income,2000/01,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2011",2011/ 2012,2008,2006,"Living Standards Measurement Study Survey (LSMS), 2011",<NULL>,<NULL>,Actual,<NULL>,2005
GMB,The Gambia,"Gambia, The",Republic of The Gambia,GM,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.",GM,Gambian dalasi,Country uses the 1993 System of National Accounts methodology.,2013,Sub-Saharan Africa,Low income,2004,Value added at producer prices (VAP),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2013",<NULL>,2004,2000,"Integrated household survey (IHS), 2010",<NULL>,HIPC,Actual,<NULL>,2005
CAF,Central African Republic,Central African Republic,Central African Republic,CF,<NULL>,CF,CFA franc,Country uses the 1968 System of National Accounts methodology.,2003,Sub-Saharan Africa,Low income,2000,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2010",<NULL>,<NULL>,2005,"Priority survey (PS), 2008",<NULL>,HIPC,Actual,<NULL>,2005
BFA,Burkina Faso,Burkina Faso,Burkina Faso,BF,<NULL>,BF,CFA franc,Country uses the 1993 System of National Accounts methodology.,2006,Sub-Saharan Africa,Low income,1999,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2010",2010,<NULL>,2001,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2009",<NULL>,HIPC,Actual,1992–93,2005
GNB,Guinea-Bissau,Guinea-Bissau,Republic of Guinea-Bissau,GW,"In 2010, national accounts data for 2003-09 were revised. The new data had broader coverage of all sectors of the economy, and GDP in current prices averaged 89 percent higher than previous estimates.",GW,CFA franc,Country uses the 1993 System of National Accounts methodology.,2009,Sub-Saharan Africa,Low income,2005,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2005,"Multiple Indicator Cluster Survey (MICS), 2010",<NULL>,<NULL>,2000,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2010",<NULL>,HIPC,Estimate,<NULL>,2005
ZWE,Zimbabwe,Zimbabwe,Republic of Zimbabwe,ZW,"Fiscal year end: June 30; reporting period for national accounts data: CY. As of January 2009, multiple hard currencies, such as rand, pound sterling, euro and U.S. dollar are in use. Data are reported in U.S. dollars, the most-used currency.",ZW,U.S. dollar,Country uses the 1993 System of National Accounts methodology.,2012,Sub-Saharan Africa,Low income,2009,Value added at basic prices (VAB),General trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2010/11",<NULL>,<NULL>,2002,"Integrated household survey (IHS), 2011/12",<NULL>,<NULL>,Actual,"1991, 1998",2005
SLE,Sierra Leone,Sierra Leone,Republic of Sierra Leone,SL,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 1990 onward; the base year changed to 2006.",SL,Sierra Leonean leone,Country uses the 1993 System of National Accounts methodology.,2004,Sub-Saharan Africa,Low income,2006,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2002,"Demographic and Health Survey (DHS), 2013; Malaria Indicator Survey (MIS), 2013",<NULL>,<NULL>,2005,"Integrated household survey (IHS), 2011",<NULL>,HIPC,Actual,<NULL>,2005
TZA,Tanzania,Tanzania,United Republic of Tanzania,TZ,<NULL>,TZ,Tanzanian shilling,Country uses the 1993 System of National Accounts methodology.,2012,Sub-Saharan Africa,Low income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"HIV/Maternal and Child Health (HIV/MCH) Service Provision Assessments (SPA), 2013/14",2007/08,2007,2002,"Expenditure survey/budget survey (ES/BS), 2011/12",2001.0,HIPC,Actual,<NULL>,2005
TCD,Chad,Chad,Republic of Chad,TD,"Based on IMF data, national accounts data have been revised for 2005 onward; the new base year is 2005.",TD,CFA franc,Country uses the 1993 System of National Accounts methodology.,2009,Sub-Saharan Africa,Low income,2005,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),1995,"Multiple Indicator Cluster Survey (MICS), 2010",2010/ 2011,<NULL>,2005,"Priority survey (PS), 2002/03",<NULL>,HIPC,Preliminary,<NULL>,2005
TGO,Togo,Togo,Republic of Togo,TG,"April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",TG,CFA franc,Country uses the 1968 System of National Accounts methodology.,2010,Sub-Saharan Africa,Low income,2000,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2013",2011/2012,<NULL>,2002,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2011",<NULL>,HIPC,Actual,<NULL>,2005
ETH,Ethiopia,Ethiopia,Federal Democratic Republic of Ethiopia,ET,"Fiscal year end: July 7; reporting period for national accounts data: FY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2011.",ET,Ethiopian birr,Country uses the 1993 System of National Accounts methodology.,2007,Sub-Saharan Africa,Low income,2011,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2011",<NULL>,2009,2002,"Expenditure survey/budget survey (ES/BS), 2010/11",<NULL>,HIPC,Actual,<NULL>,2005
COD,Dem. Rep. Congo,"Congo, Dem. Rep.",Democratic Republic of the Congo,CD,"Based on INS (2000-09) and IMF (2010-13) data, national accounts data were revised for 2000 onward; the base year changed to 2005.",ZR,Congolese franc,Country uses the 1993 System of National Accounts methodology.,1984,Sub-Saharan Africa,Low income,2005,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),<NULL>,"Demographic and Health Survey (DHS), 2013",<NULL>,<NULL>,2005,"1-2-3 survey (1-2-3), 2004/05",<NULL>,HIPC,Actual,1999–2001,2005
RWA,Rwanda,Rwanda,Republic of Rwanda,RW,"Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011.",RW,Rwandan franc,Country uses the 1993 System of National Accounts methodology.,2012,Sub-Saharan Africa,Low income,2011,Value added at producer prices (VAP),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Malaria Indicator Survey (MIS), 2013",2008,<NULL>,2000,"Integrated household survey (IHS), 2011",<NULL>,HIPC,Actual,1994,2005
YEM,Yemen,"Yemen, Rep.",Republic of Yemen,YE,"Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward.",RY,Yemeni rial,Country uses the 1993 System of National Accounts methodology.,2004,Middle East & North Africa,Lower middle income,2007,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2013",<NULL>,2006,2005,"Expenditure survey/budget survey (ES/BS), 2005",<NULL>,<NULL>,Actual,1990–96,2005
BTN,Bhutan,Bhutan,Kingdom of Bhutan,BT,April 2013 database update: Data were updated using the government of Bhutan macroeconomic framework.,BT,Bhutanese ngultrum,Country uses the 1993 System of National Accounts methodology.,2005,South Asia,Lower middle income,2000,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2010",2009,<NULL>,2008,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
IND,India,India,Republic of India,IN,Fiscal year end: March 31; reporting period for national accounts data: FY. April 2013 database update: The India Central Statistical Office revised historical data series both current and constant going back to 1960 with 2004–05 as the base.,IN,Indian rupee,Country uses the 1993 System of National Accounts methodology.,2011,South Asia,Lower middle income,2004/05,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2005/06",2011,2009,2010,"Integrated household survey (IHS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
EGY,Egypt,"Egypt, Arab Rep.",Arab Republic of Egypt,EG,Fiscal year end: June 30; reporting period for national accounts data: FY.,EG,Egyptian pound,Country uses the 1993 System of National Accounts methodology.,2006,Middle East & North Africa,Lower middle income,1991/92,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2008",2009/2010,2010,2000,"Expenditure survey/budget survey (ES/BS), 2011",<NULL>,<NULL>,Actual,<NULL>,2005
KGZ,Kyrgyz Republic,Kyrgyz Republic,Kyrgyz Republic,KG,<NULL>,KG,Kyrgyz som,Country uses the 1993 System of National Accounts methodology.,2009,Europe & Central Asia,Lower middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2012",2014,2010,2006,"Expenditure survey/budget survey (ES/BS), 2012",1995.0,HIPC,Actual,1990–95,2005
ZMB,Zambia,Zambia,Republic of Zambia,ZM,"National accounts data have rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha.",ZM,New Zambian kwacha,Country uses the 1968 System of National Accounts methodology.,2010,Sub-Saharan Africa,Lower middle income,1994,Value added at basic prices (VAB),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2011,"Demographic and Health Survey (DHS), 2013",2010. Population and Housing Census.,<NULL>,2002,"Integrated household survey (IHS), 2010",<NULL>,HIPC,Actual,1990–92,2005
MNG,Mongolia,Mongolia,Mongolia,MN,<NULL>,MN,Mongolian tugrik,Country uses the 1993 System of National Accounts methodology.,2010,East Asia & Pacific,Lower middle income,2005,Value added at basic prices (VAB),General trade system,Yes,Blend,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2007,"Multiple Indicator Cluster Survey (MICS), 2010",2012,2008,2009,"Living Standards Measurement Study Survey (LSMS), 2012",<NULL>,<NULL>,Actual,<NULL>,2005
ARM,Armenia,Armenia,Republic of Armenia,AM,<NULL>,AM,Armenian dram,Country uses the 1993 System of National Accounts methodology.,2011,Europe & Central Asia,Lower middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),Special trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Demographic and Health Survey (DHS), 2010",2013/14,<NULL>,2007,"Integrated household survey (IHS), 2012",1996.0,<NULL>,Actual,1990–95,2005
VNM,Vietnam,Vietnam,Socialist Republic of Vietnam,VN,"Based on data from the Vietnam Statistics Office, national accounts data have been revised from 2000 onward; the new base year is 2010.",VN,Vietnamese dong,Country uses the 1993 System of National Accounts methodology.,2009,East Asia & Pacific,Lower middle income,2010,Value added at producer prices (VAP),General trade system,Yes,Blend,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2010/11",2011/ 2012,2010,2005,"Integrated household survey (IHS), 2010",<NULL>,<NULL>,Actual,1991,2005
PAK,Pakistan,Pakistan,Islamic Republic of Pakistan,PK,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,PK,Pakistani rupee,Country uses the 1993 System of National Accounts methodology.,1998,South Asia,Lower middle income,2005/2006,Value added at basic prices (VAB),General trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2012/13",2010,2006,2008,"Integrated household survey (IHS), 2008",<NULL>,<NULL>,Actual,<NULL>,2005
SEN,Senegal,Senegal,Republic of Senegal,SN,<NULL>,SN,CFA franc,Country uses the 1993 System of National Accounts methodology.,2013,Sub-Saharan Africa,Lower middle income,1999,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Continuous Demographic and Health Survey (DHS), 2013/14; HIV/Maternal and Child Health (HIV/MCH) Service Provision Assessments (SPA), 2013/14",2013,2010,2002,"Priority survey (PS), 2010/11",1987.0,HIPC,Actual,<NULL>,2005
PRY,Paraguay,Paraguay,Republic of Paraguay,PY,"National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",PY,Paraguayan guarani,Country uses the 1993 System of National Accounts methodology.,2012,Latin America & Caribbean,Lower middle income,1994,Value added at basic prices (VAB),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Reproductive Health Survey (RHS), 2008",2008,2002,2000,"Integrated household survey (IHS), 2011",<NULL>,<NULL>,Actual,<NULL>,2005
MDA,Moldova,Moldova,Republic of Moldova,MD,<NULL>,MD,Moldovan leu,Country uses the 1993 System of National Accounts methodology.,2004,Europe & Central Asia,Lower middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,Blend,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2012",2011,2010,2007,"Expenditure survey/budget survey (ES/BS), 2012",1996.0,<NULL>,Actual,1990–95,2005
LSO,Lesotho,Lesotho,Kingdom of Lesotho,LS,Fiscal year end: March 31; reporting period for national accounts data: CY.,LS,Lesotho loti,Country uses the 1993 System of National Accounts methodology.,2006,Sub-Saharan Africa,Lower middle income,2004,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2009,"Demographic and Health Survey (DHS), 2009",2010,<NULL>,2000,"Expenditure survey/budget survey (ES/BS), 2002/03",<NULL>,<NULL>,Actual,<NULL>,2005
CIV,Côte d'Ivoire,Côte d'Ivoire,Republic of Côte d'Ivoire,CI,<NULL>,CI,CFA franc,Country uses the 1968 System of National Accounts methodology.,1998,Sub-Saharan Africa,Lower middle income,1996,Value added at producer prices (VAP),Special trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2011/12",2014,<NULL>,2005,"Integrated household survey (IHS), 2008",<NULL>,HIPC,Estimate,<NULL>,2005
DJI,Djibouti,Djibouti,Republic of Djibouti,DJ,<NULL>,DJ,Djibouti franc,Country uses the 1968 System of National Accounts methodology.,2009,Middle East & North Africa,Lower middle income,1990,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",<NULL>,General Data Dissemination System (GDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2006",<NULL>,<NULL>,2000,"Priority survey (PS), 2002",<NULL>,<NULL>,Actual,<NULL>,2005
GHA,Ghana,Ghana,Republic of Ghana,GH,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",GH,New Ghanaian cedi,Country uses the 1993 System of National Accounts methodology.,2010,Sub-Saharan Africa,Lower middle income,2006,Value added at basic prices (VAB),General trade system,<NULL>,IDA,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2011",2013/ 2014,2003,2000,"Living Standards Measurement Study Survey (LSMS), 2005/06",<NULL>,HIPC,Preliminary,1973–87,2005
UKR,Ukraine,Ukraine,Ukraine,UA,<NULL>,UA,Ukrainian hryvnia,Country uses the 1993 System of National Accounts methodology.,2001,Europe & Central Asia,Lower middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2012",2012 /2013,<NULL>,2005,"Expenditure survey/budget survey (ES/BS), 2009",2003.0,<NULL>,Actual,1987–95,2005
GEO,Georgia,Georgia,Georgia,GE,<NULL>,GE,Georgian lari,Country uses the 1993 System of National Accounts methodology.,2002,Europe & Central Asia,Lower middle income,Original chained constant price data are rescaled.,Value added at basic prices (VAB),General trade system,Yes,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS), 2005; Reproductive Health Survey (RHS), 2005",<NULL>,2010,2005,"Integrated household survey (IHS), 2011",1996.0,<NULL>,Actual,1990–95,2005
BOL,Bolivia,Bolivia,Plurinational State of Bolivia,BO,<NULL>,BO,Bolivian Boliviano,Country uses the 1968 System of National Accounts methodology.,2012,Latin America & Caribbean,Lower middle income,1990,Value added at basic prices (VAB),General trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2008",2013,2001,2000,"Integrated household survey (IHS), 2009",<NULL>,HIPC,Actual,1960–85,2005
COG,Congo,"Congo, Rep.",Republic of Congo,CG,"April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.",CG,CFA franc,Country uses the 1968 System of National Accounts methodology.,2007,Sub-Saharan Africa,Lower middle income,1990,Value added at producer prices (VAP),Special trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2010,"Demographic and Health Survey (DHS), 2011/12",2013,2009,2002,"Core Welfare Indicator Questionnaire Survey (CWIQ)/Priority survey (PS), 2011",<NULL>,HIPC,Preliminary,1993,2005
SWZ,Swaziland,Swaziland,Kingdom of Swaziland,SZ,"Fiscal year end: March 31; reporting period for national accounts data: CY. In 2011, the Central Statistical Office revised national accounts data for 1990 onward.",SZ,Swaziland lilangeni,Country uses the 1993 System of National Accounts methodology.,2007,Sub-Saharan Africa,Lower middle income,2000,Value added at basic prices (VAB),General trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,General Data Dissemination System (GDDS),2007,"Multiple Indicator Cluster Survey (MICS), 2010",2007. Population and Housing Census.,<NULL>,2000,"Expenditure survey/budget survey (ES/BS), 2009/10",<NULL>,<NULL>,Actual,<NULL>,2005
MAR,Morocco,Morocco,Kingdom of Morocco,MA,<NULL>,MA,Moroccan dirham,Country uses the 1993 System of National Accounts methodology.,2004,Middle East & North Africa,Lower middle income,1998,Value added at basic prices (VAB),Special trade system,<NULL>,IBRD,"IMF Balance of Payments Manual, 6th edition.",Consolidated central government,Special Data Dissemination Standard (SDDS),2012,"Multiple Indicator Cluster Survey (MICS)/Pan Arab Project for Family Health (PAPFAM), 2006",2012,2010,2000,"Expenditure survey/budget survey (ES/BS), 2007",<NULL>,<NULL>,Actual,<NULL>,2005
CMR,Cameroon,Cameroon,Republic of Cameroon,CM,<NULL>,CM,CFA franc,Country uses the 1993 System of National Accounts methodology.,2005,Sub-Saharan Africa,Lower middle income,2000,Value added at basic prices (VAB),Special trade system,<NULL>,Blend,"IMF Balance of Payments Manual, 6th edition.",Budgetary central government,General Data Dissemination System (GDDS),2012,"Demographic and Health Survey (DHS), 2011",<NULL>,2002,2000,"Priority survey (PS), 2007",<NULL>,HIPC,Actual,<NULL>,2005
